ID,Name,github src,Manufacturer,Burst,Element,Class,Rarity,Gun,Reload Time,Ammo,RoF,RoF/60,Burst value,F1/ 0.000,F2/ 0.033,F3/ 0.067,F4/ 0.100,F5/ 0.133,F6/ 0.167,F7/ 0.200,F8/ 0.233,F9/ 0.267,F10/ 0.300,F11/ 0.333,F12/ 0.367,F13/ 0.400,F14/ 0.433,F15/ 0.467,F16/ 0.500,F17/ 0.533,F18/ 0.567,F19/ 0.600,F20/ 0.633,F21/ 0.667,F22/ 0.700,F23/ 0.733,F24/ 0.767,F25/ 0.800,F26/ 0.833,F27/ 0.867,F28/ 0.900,F29/ 0.933,F30/ 0.967,F31/ 1.000,F32/ 1.033,F33/ 1.067,F34/ 1.100,F35/ 1.133,F36/ 1.167,F37/ 1.200,F38/ 1.233/ 2RL,F39/ 1.267,F40/ 1.300,F41/ 1.333,F42/ 1.367,F43/ 1.400,F44/ 1.433,F45/ 1.467,F46/ 1.500,F47/ 1.533,F48/ 1.567,F49/ 1.600,F50/ 1.633,F51/ 1.667,F52/ 1.700,F53/ 1.733,F54/ 1.767,F55/ 1.800,F56/ 1.833,F57/ 1.867,F58/ 1.900,F59/ 1.933,F60/ 1.967,F61/ 2.000,F62/ 2.033,F63/ 2.067,F64/ 2.100,F65/ 2.133,F66/ 2.167,F67/ 2.200,F68/ 2.233,F69/ 2.267,F70/ 2.300,F71/ 2.333,F72/ 2.367,F73/ 2.400,F74/ 2.433,F75/ 2.467/ 2RL,F76/ 2.500,F77/ 2.533,F78/ 2.567,F79/ 2.600,F80/ 2.633,F81/ 2.667,F82/ 2.700,F83/ 2.733,F84/ 2.767,F85/ 2.800,F86/ 2.833,F87/ 2.867,F88/ 2.900,F89/ 2.933,F90/ 2.967,F91/ 3.000,F92/ 3.033,F93/ 3.067,F94/ 3.100,F95/ 3.133,F96/ 3.167,F97/ 3.200,F98/ 3.233,F99/ 3.267,F100/ 3.300,F101/ 3.333,F102/ 3.367,F103/ 3.400,F104/ 3.433,F105/ 3.467,F106/ 3.500,F107/ 3.533,F108/ 3.567,F109/ 3.600,F110/ 3.633,F111/ 3.667,F112/ 3.700/ 3RL,F113/ 3.733,F114/ 3.767,F115/ 3.800,F116/ 3.833,F117/ 3.867,F118/ 3.900,F119/ 3.933,F120/ 3.967,F121/ 4.000,F122/ 4.033,F123/ 4.067,F124/ 4.100,F125/ 4.133,F126/ 4.167,F127/ 4.200,F128/ 4.233,F129/ 4.267,F130/ 4.300,F131/ 4.333,F132/ 4.367,F133/ 4.400,F134/ 4.433,F135/ 4.467,F136/ 4.500,F137/ 4.533,F138/ 4.567,F139/ 4.600,F140/ 4.633,F141/ 4.667,F142/ 4.700,F143/ 4.733,F144/ 4.767,F145/ 4.800,F146/ 4.833,F147/ 4.867,F148/ 4.900,F149/ 4.933,F150/ 4.967/ 4RL
95,Moran,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Moran.webp,Tetra,B1,Electric,Defender,SSR,AR,2,60,720,12,0.21875,0.21875,0.21875,0.21875,0.21875,0.4375,0.4375,0.4375,0.65625,0.65625,0.65625,0.875,0.875,0.875,1.09375,1.09375,1.09375,1.3125,1.3125,1.3125,1.53125,1.53125,1.53125,1.75,1.75,1.75,1.96875,1.96875,1.96875,2.1875,2.1875,2.1875,2.1875,2.40625,2.40625,2.40625,2.625,2.625,2.625,2.84375,2.84375,2.84375,3.0625,3.0625,3.0625,3.28125,3.28125,3.28125,3.5,3.5,3.5,3.71875,3.71875,3.71875,3.9375,3.9375,3.9375,4.15625,4.15625,4.15625,4.375,4.375,4.375,4.375,4.59375,4.59375,4.59375,4.8125,4.8125,4.8125,5.03125,5.03125,5.03125,5.25,5.25,5.25,5.46875,5.46875,5.46875,5.6875,5.6875,5.6875,5.90625,5.90625,5.90625,6.125,6.125,6.125,6.34375,6.34375,6.34375,6.5625,6.5625,6.5625,6.5625,6.78125,6.78125,6.78125,7,7,7,7.21875,7.21875,7.21875,7.4375,7.4375,7.4375,7.65625,7.65625,7.65625,7.875,7.875,7.875,8.09375,8.09375,8.09375,8.3125,8.3125,8.3125,8.53125,8.53125,8.53125,8.53125,8.75,8.75,8.75,8.96875,8.96875,8.96875,9.1875,9.1875,9.1875,9.40625,9.40625,9.40625,9.625,9.625,9.625,9.84375,9.84375,9.84375,10.0625,10.0625,10.0625,10.28125,10.28125,10.28125,10.5,10.5,10.5,10.71875
96,Phantom,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Phantom.webp,Elysion,B3,Water,Attacker,SSR,AR,2,60,720,12,0.21875,0.21875,0.21875,0.21875,0.21875,0.4375,0.4375,0.4375,0.65625,0.65625,0.65625,0.875,0.875,0.875,1.09375,1.09375,1.09375,1.3125,1.3125,1.3125,1.53125,1.53125,1.53125,1.75,1.75,1.75,1.96875,1.96875,1.96875,2.1875,2.1875,2.1875,2.1875,2.40625,2.40625,2.40625,2.625,2.625,2.625,2.84375,2.84375,2.84375,3.0625,3.0625,3.0625,3.28125,3.28125,3.28125,3.5,3.5,3.5,3.71875,3.71875,3.71875,3.9375,3.9375,3.9375,4.15625,4.15625,4.15625,4.375,4.375,4.375,4.375,4.59375,4.59375,4.59375,4.8125,4.8125,4.8125,5.03125,5.03125,5.03125,5.25,5.25,5.25,5.46875,5.46875,5.46875,5.6875,5.6875,5.6875,5.90625,5.90625,5.90625,6.125,6.125,6.125,6.34375,6.34375,6.34375,6.5625,6.5625,6.5625,6.5625,6.78125,6.78125,6.78125,7,7,7,7.21875,7.21875,7.21875,7.4375,7.4375,7.4375,7.65625,7.65625,7.65625,7.875,7.875,7.875,8.09375,8.09375,8.09375,8.3125,8.3125,8.3125,8.53125,8.53125,8.53125,8.53125,8.75,8.75,8.75,8.96875,8.96875,8.96875,9.1875,9.1875,9.1875,9.40625,9.40625,9.40625,9.625,9.625,9.625,9.84375,9.84375,9.84375,10.0625,10.0625,10.0625,10.28125,10.28125,10.28125,10.5,10.5,10.5,10.71875
97,Snow White,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Snow%20White.webp,Pilgrim,B3,Iron,Attacker,SSR,AR,2,60,720,12,0.21875,0.21875,0.21875,0.21875,0.21875,0.4375,0.4375,0.4375,0.65625,0.65625,0.65625,0.875,0.875,0.875,1.09375,1.09375,1.09375,1.3125,1.3125,1.3125,1.53125,1.53125,1.53125,1.75,1.75,1.75,1.96875,1.96875,1.96875,2.1875,2.1875,2.1875,2.1875,2.40625,2.40625,2.40625,2.625,2.625,2.625,2.84375,2.84375,2.84375,3.0625,3.0625,3.0625,3.28125,3.28125,3.28125,3.5,3.5,3.5,3.71875,3.71875,3.71875,3.9375,3.9375,3.9375,4.15625,4.15625,4.15625,4.375,4.375,4.375,4.375,4.59375,4.59375,4.59375,4.8125,4.8125,4.8125,5.03125,5.03125,5.03125,5.25,5.25,5.25,5.46875,5.46875,5.46875,5.6875,5.6875,5.6875,5.90625,5.90625,5.90625,6.125,6.125,6.125,6.34375,6.34375,6.34375,6.5625,6.5625,6.5625,6.5625,6.78125,6.78125,6.78125,7,7,7,7.21875,7.21875,7.21875,7.4375,7.4375,7.4375,7.65625,7.65625,7.65625,7.875,7.875,7.875,8.09375,8.09375,8.09375,8.3125,8.3125,8.3125,8.53125,8.53125,8.53125,8.53125,8.75,8.75,8.75,8.96875,8.96875,8.96875,9.1875,9.1875,9.1875,9.40625,9.40625,9.40625,9.625,9.625,9.625,9.84375,9.84375,9.84375,10.0625,10.0625,10.0625,10.28125,10.28125,10.28125,10.5,10.5,10.5,10.71875
98,Modernia,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Modernia.webp,Pilgrim,B3,Fire,Attacker,SSR,MG,2,300,4200,70,0.025,0.025,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.575,0.625,0.675,0.725,0.775,0.825,0.875,0.925,0.975,1.025,1.075,1.1,1.15,1.2,1.25,1.3,1.35,1.4,1.45,1.5,1.55,1.6,1.625,1.675,1.725,1.75,1.825,1.875,1.925,1.975,2.025,2.075,2.125,2.15,2.2,2.25,2.3,2.35,2.4,2.45,2.5,2.55,2.6,2.65,2.7,2.725,2.775,2.825,2.875,2.925,2.975,3.025,3.075,3.125,3.175,3.225,3.25,3.3,3.35,3.4,3.45,3.5,3.5,4.9,4.975,5.05,5.1,5.175,5.225,5.3,5.375,5.425,5.5,5.55,5.625,5.7,5.75,5.825,5.9,5.95,6.025,6.075,6.15,6.225,6.275,6.35,6.4,6.475,6.55,6.6,6.675,6.725,6.8,6.875,6.925,7,7.075,7.125,7.2,7.2,7.325,7.4,7.45,7.525,7.575,7.65,7.725,7.775,7.85,7.9,7.975,8.05,8.1,8.175,8.25,8.3,8.375,8.425,8.5,8.575,8.625,8.7,8.75,8.825,8.9,8.95,9.025,9.075,9.15,9.225,9.275,9.35,9.425,9.475,9.55,9.6,9.675,9.75
99,Sakura Bloom in Summer,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Sakura%20Bloom%20in%20Summer.webp,Tetra,B3,Wind,Attacker,SSR,AR,2,60,720,12,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.6,0.6,0.6,0.8,0.8,0.8,1,1,1,1.2,1.2,1.2,1.4,1.4,1.4,1.6,1.6,1.6,1.8,1.8,1.8,2,2,2,2,2.2,2.2,2.2,2.4,2.4,2.4,2.6,2.6,2.6,2.8,2.8,2.8,3,3,3,3.2,3.2,3.2,3.4,3.4,3.4,3.6,3.6,3.6,3.8,3.8,3.8,4,4,4,4,4.2,4.2,4.2,4.4,4.4,4.4,4.6,4.6,4.6,4.8,4.8,4.8,5,5,5,5.2,5.2,5.2,5.4,5.4,5.4,5.6,5.6,5.6,5.8,5.8,5.8,6,6,6,6,6.2,6.2,6.2,6.4,6.4,6.4,6.6,6.6,6.6,6.8,6.8,6.8,7,7,7,7.2,7.2,7.2,7.4,7.4,7.4,7.6,7.6,7.6,7.8,7.8,7.8,7.8,8,8,8,8.2,8.2,8.2,8.4,8.4,8.4,8.6,8.6,8.6,8.8,8.8,8.8,9,9,9,9.2,9.2,9.2,9.4,9.4,9.4,9.6,9.6,9.6,9.8
100,Quency Escape Queen,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Quency%20Escape%20Queen.webp,Missilis,B3,Water,Attacker,SSR,Dual SMG,2,135,1440,24,0.09866666667,0.09866666667,0.09866666667,0.1973333333,0.1973333333,0.296,0.3946666667,0.3946666667,0.4933333333,0.592,0.592,0.6906666667,0.7893333333,0.7893333333,0.888,0.9866666667,0.9866666667,1.085333333,1.085333333,1.184,1.282666667,1.282666667,1.381333333,1.48,1.48,1.578666667,1.677333333,1.677333333,1.776,1.874666667,1.874666667,1.973333333,1.973333333,2.072,2.170666667,2.170666667,2.269333333,2.368,2.368,2.466666667,2.565333333,2.565333333,2.664,2.762666667,2.762666667,2.861333333,2.96,2.96,3.058666667,3.058666667,3.157333333,3.256,3.256,3.354666667,3.453333333,3.453333333,3.552,3.650666667,3.650666667,3.749333333,3.848,3.848,3.946666667,3.946666667,4.045333333,4.144,4.144,4.242666667,4.341333333,4.341333333,4.44,4.538666667,4.538666667,4.637333333,4.736,4.736,4.834666667,4.834666667,4.933333333,5.032,5.032,5.130666667,5.229333333,5.229333333,5.328,5.426666667,5.426666667,5.525333333,5.624,5.624,5.722666667,5.821333333,5.821333333,5.92,5.92,6.018666667,6.117333333,6.117333333,6.216,6.314666667,6.314666667,6.413333333,6.512,6.512,6.610666667,6.709333333,6.709333333,6.808,6.808,6.906666667,7.005333333,7.005333333,7.104,7.202666667,7.202666667,7.301333333,7.4,7.4,7.498666667,7.597333333,7.597333333,7.696,7.696,7.794666667,7.893333333,7.893333333,7.992,8.090666667,8.090666667,8.189333333,8.288,8.288,8.386666667,8.485333333,8.485333333,8.584,8.682666667,8.682666667,8.781333333,8.781333333,8.88,8.978666667,8.978666667,9.077333333,9.176,9.176,9.274666667,9.373333333,9.373333333,9.472,9.570666667
101,2B,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/2B.webp,Abnormal,B3,Fire,Attacker,SSR,AR,2,60,720,12,0.175,0.175,0.175,0.175,0.175,0.35,0.35,0.35,0.525,0.525,0.525,0.7,0.7,0.7,0.875,0.875,0.875,1.05,1.05,1.05,1.225,1.225,1.225,1.4,1.4,1.4,1.575,1.575,1.575,1.75,1.75,1.75,1.75,1.925,1.925,1.925,2.1,2.1,2.1,2.275,2.275,2.275,2.45,2.45,2.45,2.625,2.625,2.625,2.8,2.8,2.8,2.975,2.975,2.975,3.15,3.15,3.15,3.325,3.325,3.325,3.5,3.5,3.5,3.5,3.675,3.675,3.675,3.85,3.85,3.85,4.025,4.025,4.025,4.2,4.2,4.2,4.375,4.375,4.375,4.55,4.55,4.55,4.725,4.725,4.725,4.9,4.9,4.9,5.075,5.075,5.075,5.25,5.25,5.25,5.25,5.425,5.425,5.425,5.6,5.6,5.6,5.775,5.775,5.775,5.95,5.95,5.95,6.125,6.125,6.125,6.3,6.3,6.3,6.475,6.475,6.475,6.65,6.65,6.65,6.825,6.825,6.825,6.825,7,7,7,7.175,7.175,7.175,7.35,7.35,7.35,7.525,7.525,7.525,7.7,7.7,7.7,7.875,7.875,7.875,8.05,8.05,8.05,8.225,8.225,8.225,8.4,8.4,8.4,8.575
102,Blanc,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Blanc.webp,Tetra,B2,Wind,Defender,SSR,AR,2,60,720,12,0.175,0.175,0.175,0.175,0.175,0.35,0.35,0.35,0.525,0.525,0.525,0.7,0.7,0.7,0.875,0.875,0.875,1.05,1.05,1.05,1.225,1.225,1.225,1.4,1.4,1.4,1.575,1.575,1.575,1.75,1.75,1.75,1.75,1.925,1.925,1.925,2.1,2.1,2.1,2.275,2.275,2.275,2.45,2.45,2.45,2.625,2.625,2.625,2.8,2.8,2.8,2.975,2.975,2.975,3.15,3.15,3.15,3.325,3.325,3.325,3.5,3.5,3.5,3.5,3.675,3.675,3.675,3.85,3.85,3.85,4.025,4.025,4.025,4.2,4.2,4.2,4.375,4.375,4.375,4.55,4.55,4.55,4.725,4.725,4.725,4.9,4.9,4.9,5.075,5.075,5.075,5.25,5.25,5.25,5.25,5.425,5.425,5.425,5.6,5.6,5.6,5.775,5.775,5.775,5.95,5.95,5.95,6.125,6.125,6.125,6.3,6.3,6.3,6.475,6.475,6.475,6.65,6.65,6.65,6.825,6.825,6.825,6.825,7,7,7,7.175,7.175,7.175,7.35,7.35,7.35,7.525,7.525,7.525,7.7,7.7,7.7,7.875,7.875,7.875,8.05,8.05,8.05,8.225,8.225,8.225,8.4,8.4,8.4,8.575
103,Brid,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Brid.webp,Elysion,B3,Water,Attacker,SSR,AR,2,60,720,12,0.175,0.175,0.175,0.175,0.175,0.35,0.35,0.35,0.525,0.525,0.525,0.7,0.7,0.7,0.875,0.875,0.875,1.05,1.05,1.05,1.225,1.225,1.225,1.4,1.4,1.4,1.575,1.575,1.575,1.75,1.75,1.75,1.75,1.925,1.925,1.925,2.1,2.1,2.1,2.275,2.275,2.275,2.45,2.45,2.45,2.625,2.625,2.625,2.8,2.8,2.8,2.975,2.975,2.975,3.15,3.15,3.15,3.325,3.325,3.325,3.5,3.5,3.5,3.5,3.675,3.675,3.675,3.85,3.85,3.85,4.025,4.025,4.025,4.2,4.2,4.2,4.375,4.375,4.375,4.55,4.55,4.55,4.725,4.725,4.725,4.9,4.9,4.9,5.075,5.075,5.075,5.25,5.25,5.25,5.25,5.425,5.425,5.425,5.6,5.6,5.6,5.775,5.775,5.775,5.95,5.95,5.95,6.125,6.125,6.125,6.3,6.3,6.3,6.475,6.475,6.475,6.65,6.65,6.65,6.825,6.825,6.825,6.825,7,7,7,7.175,7.175,7.175,7.35,7.35,7.35,7.525,7.525,7.525,7.7,7.7,7.7,7.875,7.875,7.875,8.05,8.05,8.05,8.225,8.225,8.225,8.4,8.4,8.4,8.575
104,Dorothy,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Dorothy.webp,Pilgrim,B1,Water,Supporter,SSR,AR,2,60,720,12,0.175,0.175,0.175,0.175,0.175,0.35,0.35,0.35,0.525,0.525,0.525,0.7,0.7,0.7,0.875,0.875,0.875,1.05,1.05,1.05,1.225,1.225,1.225,1.4,1.4,1.4,1.575,1.575,1.575,1.75,1.75,1.75,1.75,1.925,1.925,1.925,2.1,2.1,2.1,2.275,2.275,2.275,2.45,2.45,2.45,2.625,2.625,2.625,2.8,2.8,2.8,2.975,2.975,2.975,3.15,3.15,3.15,3.325,3.325,3.325,3.5,3.5,3.5,3.5,3.675,3.675,3.675,3.85,3.85,3.85,4.025,4.025,4.025,4.2,4.2,4.2,4.375,4.375,4.375,4.55,4.55,4.55,4.725,4.725,4.725,4.9,4.9,4.9,5.075,5.075,5.075,5.25,5.25,5.25,5.25,5.425,5.425,5.425,5.6,5.6,5.6,5.775,5.775,5.775,5.95,5.95,5.95,6.125,6.125,6.125,6.3,6.3,6.3,6.475,6.475,6.475,6.65,6.65,6.65,6.825,6.825,6.825,6.825,7,7,7,7.175,7.175,7.175,7.35,7.35,7.35,7.525,7.525,7.525,7.7,7.7,7.7,7.875,7.875,7.875,8.05,8.05,8.05,8.225,8.225,8.225,8.4,8.4,8.4,8.575
105,Folkwang,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Folkwang.webp,Tetra,B2,Water,Defender,SSR,AR,2,60,720,12,0.175,0.175,0.175,0.175,0.175,0.35,0.35,0.35,0.525,0.525,0.525,0.7,0.7,0.7,0.875,0.875,0.875,1.05,1.05,1.05,1.225,1.225,1.225,1.4,1.4,1.4,1.575,1.575,1.575,1.75,1.75,1.75,1.75,1.925,1.925,1.925,2.1,2.1,2.1,2.275,2.275,2.275,2.45,2.45,2.45,2.625,2.625,2.625,2.8,2.8,2.8,2.975,2.975,2.975,3.15,3.15,3.15,3.325,3.325,3.325,3.5,3.5,3.5,3.5,3.675,3.675,3.675,3.85,3.85,3.85,4.025,4.025,4.025,4.2,4.2,4.2,4.375,4.375,4.375,4.55,4.55,4.55,4.725,4.725,4.725,4.9,4.9,4.9,5.075,5.075,5.075,5.25,5.25,5.25,5.25,5.425,5.425,5.425,5.6,5.6,5.6,5.775,5.775,5.775,5.95,5.95,5.95,6.125,6.125,6.125,6.3,6.3,6.3,6.475,6.475,6.475,6.65,6.65,6.65,6.825,6.825,6.825,6.825,7,7,7,7.175,7.175,7.175,7.35,7.35,7.35,7.525,7.525,7.525,7.7,7.7,7.7,7.875,7.875,7.875,8.05,8.05,8.05,8.225,8.225,8.225,8.4,8.4,8.4,8.575
106,Guillotine Winter Slayer,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Guillotine%20Winter%20Slayer.webp,Elysion,B3,Water,Attacker,SSR,AR,2,60,720,12,0.175,0.175,0.175,0.175,0.175,0.35,0.35,0.35,0.525,0.525,0.525,0.7,0.7,0.7,0.875,0.875,0.875,1.05,1.05,1.05,1.225,1.225,1.225,1.4,1.4,1.4,1.575,1.575,1.575,1.75,1.75,1.75,1.75,1.925,1.925,1.925,2.1,2.1,2.1,2.275,2.275,2.275,2.45,2.45,2.45,2.625,2.625,2.625,2.8,2.8,2.8,2.975,2.975,2.975,3.15,3.15,3.15,3.325,3.325,3.325,3.5,3.5,3.5,3.5,3.675,3.675,3.675,3.85,3.85,3.85,4.025,4.025,4.025,4.2,4.2,4.2,4.375,4.375,4.375,4.55,4.55,4.55,4.725,4.725,4.725,4.9,4.9,4.9,5.075,5.075,5.075,5.25,5.25,5.25,5.25,5.425,5.425,5.425,5.6,5.6,5.6,5.775,5.775,5.775,5.95,5.95,5.95,6.125,6.125,6.125,6.3,6.3,6.3,6.475,6.475,6.475,6.65,6.65,6.65,6.825,6.825,6.825,6.825,7,7,7,7.175,7.175,7.175,7.35,7.35,7.35,7.525,7.525,7.525,7.7,7.7,7.7,7.875,7.875,7.875,8.05,8.05,8.05,8.225,8.225,8.225,8.4,8.4,8.4,8.575
107,Helm Aquamarine,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Helm%20Aquamarine.webp,Elysion,B2,Iron,Attacker,SSR,AR,2,60,720,12,0.175,0.175,0.175,0.175,0.175,0.35,0.35,0.35,0.525,0.525,0.525,0.7,0.7,0.7,0.875,0.875,0.875,1.05,1.05,1.05,1.225,1.225,1.225,1.4,1.4,1.4,1.575,1.575,1.575,1.75,1.75,1.75,1.75,1.925,1.925,1.925,2.1,2.1,2.1,2.275,2.275,2.275,2.45,2.45,2.45,2.625,2.625,2.625,2.8,2.8,2.8,2.975,2.975,2.975,3.15,3.15,3.15,3.325,3.325,3.325,3.5,3.5,3.5,3.5,3.675,3.675,3.675,3.85,3.85,3.85,4.025,4.025,4.025,4.2,4.2,4.2,4.375,4.375,4.375,4.55,4.55,4.55,4.725,4.725,4.725,4.9,4.9,4.9,5.075,5.075,5.075,5.25,5.25,5.25,5.25,5.425,5.425,5.425,5.6,5.6,5.6,5.775,5.775,5.775,5.95,5.95,5.95,6.125,6.125,6.125,6.3,6.3,6.3,6.475,6.475,6.475,6.65,6.65,6.65,6.825,6.825,6.825,6.825,7,7,7,7.175,7.175,7.175,7.35,7.35,7.35,7.525,7.525,7.525,7.7,7.7,7.7,7.875,7.875,7.875,8.05,8.05,8.05,8.225,8.225,8.225,8.4,8.4,8.4,8.575
108,Julia,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Julia.webp,Missilis,B3,Iron,Attacker,SSR,AR,2,60,720,12,0.175,0.175,0.175,0.175,0.175,0.35,0.35,0.35,0.525,0.525,0.525,0.7,0.7,0.7,0.875,0.875,0.875,1.05,1.05,1.05,1.225,1.225,1.225,1.4,1.4,1.4,1.575,1.575,1.575,1.75,1.75,1.75,1.75,1.925,1.925,1.925,2.1,2.1,2.1,2.275,2.275,2.275,2.45,2.45,2.45,2.625,2.625,2.625,2.8,2.8,2.8,2.975,2.975,2.975,3.15,3.15,3.15,3.325,3.325,3.325,3.5,3.5,3.5,3.5,3.675,3.675,3.675,3.85,3.85,3.85,4.025,4.025,4.025,4.2,4.2,4.2,4.375,4.375,4.375,4.55,4.55,4.55,4.725,4.725,4.725,4.9,4.9,4.9,5.075,5.075,5.075,5.25,5.25,5.25,5.25,5.425,5.425,5.425,5.6,5.6,5.6,5.775,5.775,5.775,5.95,5.95,5.95,6.125,6.125,6.125,6.3,6.3,6.3,6.475,6.475,6.475,6.65,6.65,6.65,6.825,6.825,6.825,6.825,7,7,7,7.175,7.175,7.175,7.35,7.35,7.35,7.525,7.525,7.525,7.7,7.7,7.7,7.875,7.875,7.875,8.05,8.05,8.05,8.225,8.225,8.225,8.4,8.4,8.4,8.575
109,Privaty,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Privaty.webp,Elysion,B3,Water,Attacker,SSR,AR,2,60,720,12,0.175,0.175,0.175,0.175,0.175,0.35,0.35,0.35,0.525,0.525,0.525,0.7,0.7,0.7,0.875,0.875,0.875,1.05,1.05,1.05,1.225,1.225,1.225,1.4,1.4,1.4,1.575,1.575,1.575,1.75,1.75,1.75,1.75,1.925,1.925,1.925,2.1,2.1,2.1,2.275,2.275,2.275,2.45,2.45,2.45,2.625,2.625,2.625,2.8,2.8,2.8,2.975,2.975,2.975,3.15,3.15,3.15,3.325,3.325,3.325,3.5,3.5,3.5,3.5,3.675,3.675,3.675,3.85,3.85,3.85,4.025,4.025,4.025,4.2,4.2,4.2,4.375,4.375,4.375,4.55,4.55,4.55,4.725,4.725,4.725,4.9,4.9,4.9,5.075,5.075,5.075,5.25,5.25,5.25,5.25,5.425,5.425,5.425,5.6,5.6,5.6,5.775,5.775,5.775,5.95,5.95,5.95,6.125,6.125,6.125,6.3,6.3,6.3,6.475,6.475,6.475,6.65,6.65,6.65,6.825,6.825,6.825,6.825,7,7,7,7.175,7.175,7.175,7.35,7.35,7.35,7.525,7.525,7.525,7.7,7.7,7.7,7.875,7.875,7.875,8.05,8.05,8.05,8.225,8.225,8.225,8.4,8.4,8.4,8.575
110,Rapi,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Rapi.webp,Elysion,B3,Fire,Attacker,SR,AR,2,60,720,12,0.175,0.175,0.175,0.175,0.175,0.35,0.35,0.35,0.525,0.525,0.525,0.7,0.7,0.7,0.875,0.875,0.875,1.05,1.05,1.05,1.225,1.225,1.225,1.4,1.4,1.4,1.575,1.575,1.575,1.75,1.75,1.75,1.75,1.925,1.925,1.925,2.1,2.1,2.1,2.275,2.275,2.275,2.45,2.45,2.45,2.625,2.625,2.625,2.8,2.8,2.8,2.975,2.975,2.975,3.15,3.15,3.15,3.325,3.325,3.325,3.5,3.5,3.5,3.5,3.675,3.675,3.675,3.85,3.85,3.85,4.025,4.025,4.025,4.2,4.2,4.2,4.375,4.375,4.375,4.55,4.55,4.55,4.725,4.725,4.725,4.9,4.9,4.9,5.075,5.075,5.075,5.25,5.25,5.25,5.25,5.425,5.425,5.425,5.6,5.6,5.6,5.775,5.775,5.775,5.95,5.95,5.95,6.125,6.125,6.125,6.3,6.3,6.3,6.475,6.475,6.475,6.65,6.65,6.65,6.825,6.825,6.825,6.825,7,7,7,7.175,7.175,7.175,7.35,7.35,7.35,7.525,7.525,7.525,7.7,7.7,7.7,7.875,7.875,7.875,8.05,8.05,8.05,8.225,8.225,8.225,8.4,8.4,8.4,8.575
111,Rosanna Chic Ocean,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Rosanna%20Chic%20Ocean.webp,Tetra,B2,Wind,Supporter,SSR,AR,2,60,720,12,0.175,0.175,0.175,0.175,0.175,0.35,0.35,0.35,0.525,0.525,0.525,0.7,0.7,0.7,0.875,0.875,0.875,1.05,1.05,1.05,1.225,1.225,1.225,1.4,1.4,1.4,1.575,1.575,1.575,1.75,1.75,1.75,1.75,1.925,1.925,1.925,2.1,2.1,2.1,2.275,2.275,2.275,2.45,2.45,2.45,2.625,2.625,2.625,2.8,2.8,2.8,2.975,2.975,2.975,3.15,3.15,3.15,3.325,3.325,3.325,3.5,3.5,3.5,3.5,3.675,3.675,3.675,3.85,3.85,3.85,4.025,4.025,4.025,4.2,4.2,4.2,4.375,4.375,4.375,4.55,4.55,4.55,4.725,4.725,4.725,4.9,4.9,4.9,5.075,5.075,5.075,5.25,5.25,5.25,5.25,5.425,5.425,5.425,5.6,5.6,5.6,5.775,5.775,5.775,5.95,5.95,5.95,6.125,6.125,6.125,6.3,6.3,6.3,6.475,6.475,6.475,6.65,6.65,6.65,6.825,6.825,6.825,6.825,7,7,7,7.175,7.175,7.175,7.35,7.35,7.35,7.525,7.525,7.525,7.7,7.7,7.7,7.875,7.875,7.875,8.05,8.05,8.05,8.225,8.225,8.225,8.4,8.4,8.4,8.575
